NO.1,NO.2,NO.3,NDX
166.601,179.762,174.263,179.762
149.57,161.386,155.452,161.386
137.621,148.494,142.365,148.494
129.698,139.944,133.889,139.944
126.071,136.03,130.013,136.03
123.997,133.792,127.901,133.792
125.933,135.883,130.005,135.883
129.338,139.557,133.926,139.557
142.393,153.643,147.662,153.643
153.781,165.931,159.65,165.931
159.88,172.511,165.993,172.511
169.234,182.604,175.643,182.604
177.157,191.153,183.898,191.153
183.476,197.971,190.532,197.971
188.509,203.401,195.862,203.401
194.378,209.735,202.173,209.735
198.467,214.147,206.884,214.147
203.999,220.116,213.221,220.116
208.429,224.895,218.433,224.895
208.505,224.977,218.996,224.977
204.827,221.009,215.317,221.009
198.927,214.643,209.032,214.643
189.561,204.537,199.006,204.537
184.244,198.799,193.467,198.799
170.744,184.233,178.857,184.233
151.064,162.998,157.745,162.998
138.513,149.455,143.97,149.455
128.378,138.52,133.062,138.52
122.227,131.883,126.495,131.883
119.037,128.442,123.113,128.442
117.975,127.296,121.97,127.296
120.346,129.853,124.542,129.853
124.036,133.836,128.683,133.836
135.484,146.187,140.996,146.187
149.31,161.106,155.779,161.106
162.654,175.503,170.037,175.503
175.016,188.843,183.061,188.843
182.882,197.331,191.706,197.331
191.939,207.103,201.526,207.103
196.932,212.491,207.312,212.491
203.463,219.537,214.63,219.537
207.071,223.43,218.762,223.43
211.25,227.94,223.556,227.94
212.282,229.052,224.965,229.052
211.028,227.699,223.629,227.699
202.733,218.75,214.632,218.75
193.877,209.194,205.083,209.194
190.884,205.964,201.737,205.964
177.142,191.136,186.669,191.136
159.088,171.656,166.985,171.656
145.351,156.833,151.891,156.833
133.577,144.13,139.245,144.13
129.109,139.309,134.204,139.309
125.357,135.261,130.112,135.261
122.131,131.779,126.604,131.779
121.954,131.588,126.37,131.588
122.775,132.474,127.541,132.474
136.652,147.448,142.647,147.448
155.178,167.437,162.793,167.437
175.729,189.612,184.788,189.612
191.636,206.776,201.852,206.776
204.764,220.94,216.061,220.94
214.302,231.232,226.648,231.232
219.794,237.158,232.983,237.158
222.069,239.613,235.812,239.613
226.93,244.858,241.034,244.858
228.869,246.95,243.474,246.95
229.873,248.034,244.595,248.034
227.325,245.285,241.819,245.285
218.187,235.425,232.062,235.425
217.235,234.396,230.45,234.396
213.207,230.051,225.884,230.051
196.081,211.571,206.805,211.571
175.256,189.101,183.791,189.101
159.667,172.281,166.759,172.281
151.495,163.463,157.763,163.463
143.689,155.04,149.335,155.04
141.516,152.697,146.875,152.697
143.027,154.327,148.359,154.327
148.03,159.724,153.815,159.724
160.342,173.009,166.691,173.009
176.577,190.527,183.379,190.527
186.262,200.978,193.515,200.978
200.286,216.109,208.141,216.109
214.505,231.452,223.417,231.452
227.35,245.312,237.226,245.312
232.334,250.689,243.261,250.689
229.715,247.862,241.34,247.862
230.271,248.462,242.245,248.462
230.08,248.256,242.53,248.256
227.941,245.949,240.604,245.949
225.74,243.573,238.642,243.573
223.236,240.872,236.201,240.872
219.796,237.16,232.358,237.16
212.595,229.391,224.487,229.391
209.162,225.687,220.671,225.687
188.325,203.203,198.008,203.203
168.563,181.879,176.228,181.879
154.895,167.132,161.206,167.132
146.596,158.177,152.16,158.177
141.426,152.598,146.532,152.598
140.111,151.181,145.002,151.181
141.263,152.424,146.288,152.424
149.848,161.686,155.364,161.686
160.235,172.893,166.479,172.893
173.383,187.081,180.112,187.081
185.385,200.03,192.458,200.03
192.049,207.222,199.776,207.222
203.618,219.705,212.199,219.705
211.813,228.547,221.128,228.547
217.802,235.008,228.034,235.008
224.481,242.216,235.303,242.216
230.545,248.759,241.975,248.759
235.017,253.584,247.126,253.584
238.237,257.059,251.072,257.059
238.936,257.813,252.546,257.813
235.406,254.003,249.469,254.003
226.166,244.034,239.47,244.034
217.402,234.577,229.925,234.577
212.641,229.441,224.359,229.441
193.07,208.322,202.877,208.322
169.035,182.39,176.84,182.39
155.056,167.305,161.423,167.305
145.648,157.154,151.086,157.154
139.084,150.071,144.029,150.071
134.389,145.006,139.082,145.006
137.451,148.31,142.222,148.31
142.829,154.112,148.032,154.112
152.937,165.02,158.93,165.02
166.462,179.613,172.972,179.613
179.993,194.212,186.853,194.212
190.563,205.617,197.968,205.617
203.442,219.515,211.658,219.515
214.412,231.352,223.587,231.352
221.459,238.954,231.452,238.954
228.983,247.073,239.731,247.073
233.556,252.008,244.824,252.008
239,257.881,250.924,257.881
243.634,262.881,255.92,262.881
243.911,263.18,257.913,263.18
239.335,258.242,253.114,258.242
232.847,251.243,246.175,251.243
224.557,242.298,237.233,242.298
217.703,234.901,229.817,234.901
197.326,212.916,207.854,212.916
176.144,190.06,184.526,190.06
160.881,173.59,167.647,173.59
151.548,163.521,157.497,163.521
145.608,157.111,151.048,157.111
143.438,154.769,148.66,154.769
144.734,156.169,150.006,156.169
151.269,163.22,156.838,163.22
161.34,174.086,167.566,174.086
175.214,189.057,182.072,189.057
180.048,194.273,187.292,194.273
184.554,199.134,192.637,199.134
192.856,208.091,201.767,208.091
201.711,217.647,211.494,217.647
211.273,227.965,222.406,227.965
225.483,243.296,237.613,243.296
239.406,258.32,252.288,258.32
252.775,272.745,266.482,272.745
259.825,280.351,274.332,280.351
264.627,285.533,279.821,285.533
260.115,280.665,276.183,280.665
254.74,274.866,270.333,274.866
246.111,265.555,260.838,265.555
238.423,257.258,252.448,257.258
218.855,236.146,231.008,236.146
192.724,207.95,202.91,207.95
175.77,189.657,184.417,189.657
164.294,177.273,171.753,177.273
157.176,169.593,163.901,169.593
151.887,163.886,158.146,163.886
150.601,162.499,156.783,162.499
155.304,167.573,161.788,167.573
164.026,176.984,171.104,176.984
177.526,191.55,185.166,191.55
187.99,202.841,196.117,202.841
202.353,218.34,211.014,218.34
205.412,221.639,214.017,221.639
204.635,220.802,213.748,220.802
208.512,224.985,218.075,224.985
207.305,223.683,217.281,223.683
216.135,233.211,226.978,233.211
223.96,241.654,235.68,241.654
229.693,247.839,242.454,247.839
233.262,251.69,246.593,251.69
227.899,245.904,241.03,245.904
220.093,237.48,232.466,237.48
212.963,229.787,224.945,229.787
203.094,219.139,214.089,219.139
189.268,204.221,199.263,204.221
169.58,182.977,178.025,182.977
155.466,167.749,162.596,167.749
147.232,158.864,153.545,158.864
140.564,151.668,146.38,151.668
135.639,146.355,141.128,146.355
133.921,144.5,139.192,144.5
135.035,145.703,140.431,145.703
138.201,149.119,144.017,149.119
147.124,158.747,153.833,158.747
157.865,170.336,165.518,170.336
172.482,186.109,181.485,186.109
181.459,195.794,191.77,195.794
191.822,206.976,202.793,206.976
196.231,211.734,207.554,211.734
201.388,217.298,213.293,217.298
204.881,221.066,217.153,221.066
205.39,221.616,217.82,221.616
203.298,219.358,216.127,219.358
199.715,215.493,212.507,215.493
193.32,208.593,205.578,208.593
187.401,202.206,198.628,202.206
184.122,198.667,194.701,198.667
180.737,195.016,190.852,195.016
169.628,183.028,178.594,183.028
155.359,167.633,163.085,167.633
142.777,154.056,149.464,154.056
135.642,146.358,141.562,146.358
128.86,139.04,134.374,139.04
127.514,137.588,132.735,137.588
125.347,135.249,130.358,135.249
125.383,135.288,130.429,135.288
128.95,139.138,134.315,139.138
137.564,148.431,143.752,148.431
149.586,161.403,157.076,161.403
158.346,170.855,166.944,170.855
163.429,176.341,172.479,176.341
172.679,186.32,181.784,186.32
181.946,196.321,191.636,196.321
186.597,201.338,196.93,201.338
187.105,201.886,197.901,201.886
180.681,194.956,191.802,194.956
177.984,192.045,189.571,192.045
173.629,187.347,185.231,187.347
171.219,184.745,182.431,184.745
169.193,182.56,179.618,182.56
170.543,184.016,180.714,184.016
167.408,180.633,177.135,180.633
158.292,170.798,166.884,170.798
142.589,153.854,149.651,153.854
133.318,143.85,139.281,143.85
129.368,139.588,134.767,139.588
125.465,135.378,130.622,135.378
125.778,135.715,130.886,135.715
128.999,139.19,134.378,139.19
137.64,148.514,143.502,148.514
150.839,162.755,157.342,162.755
165.074,178.116,172.066,178.116
175.807,189.696,183.085,189.696
188.221,203.091,196.093,203.091
199.98,215.779,208.465,215.779
210.273,226.885,219.51,226.885
218.889,236.182,228.769,236.182
227.831,245.83,237.676,245.83
229.963,248.131,239.675,248.131
224.98,242.753,234.316,242.753
218.924,236.22,228.451,236.22
211.462,228.167,221.359,228.167
207.962,224.392,218.302,224.392
204.221,220.354,214.817,220.354
200.275,216.098,210.792,216.098
196.196,211.695,206.109,211.695
181.454,195.789,190.22,195.789
163.309,176.211,170.581,176.211
151.702,163.686,157.978,163.686
145.547,157.046,151.246,157.046
140.744,151.864,146.2,151.864
140.379,151.469,145.751,151.469
142.78,154.06,148.363,154.06
149.184,160.969,155.194,160.969
162.133,174.942,168.936,174.942
176.807,190.776,184.005,190.776
188.275,203.149,195.974,203.149
196.934,212.493,204.926,212.493
202.338,218.324,210.636,218.324
201.747,217.685,210.663,217.685
203.807,219.908,213.372,219.908
206.298,222.595,216.22,222.595
201.368,217.277,211.231,217.277
195.967,211.449,205.447,211.449
192.319,207.512,201.71,207.512
187.426,202.233,197.243,202.233
184.049,198.589,194.244,198.589
186.387,201.112,196.333,201.112
185.66,200.327,195.204,200.327
179.14,193.293,188.154,193.293
166.203,179.333,174.131,179.333
152.806,164.878,159.457,164.878
142.834,154.119,148.55,154.119
136.477,147.258,141.728,147.258
130.133,140.414,135.025,140.414
129.432,139.657,134.152,139.657
132.653,143.133,137.539,143.133
138.13,149.043,143.471,149.043
151.454,163.42,157.641,163.42
163.507,176.425,170.371,176.425
174.091,187.844,181.218,187.844
187.31,202.107,195.208,202.107
198.756,214.458,207.47,214.458
209.346,225.885,218.842,225.885
217.488,234.671,227.732,234.671
226.02,243.876,237.251,243.876
229.407,247.531,241.346,247.531
234.469,252.993,246.951,252.993
220.629,238.059,233.456,238.059
213.526,230.394,226.691,230.394
209.26,225.791,222.269,225.791
203.167,219.217,215.57,219.217
198.472,214.152,210.215,214.152
194.004,209.33,205.166,209.33
177.804,191.851,187.325,191.851
160.395,173.067,167.916,173.067
146.478,158.05,152.611,158.05
139.608,150.637,145.005,150.637
134.661,145.3,139.715,145.3
131.362,141.739,136.14,141.739
131.539,141.931,136.451,141.931
137.893,148.787,143.176,148.787
148.661,160.406,154.785,160.406
162.839,175.703,169.592,175.703
173.207,186.891,180.413,186.891
183.703,198.216,191.66,198.216
194.977,210.38,203.612,210.38
205.867,222.131,215.249,222.131
210.876,227.536,220.964,227.536
216.589,233.7,227.357,233.7
217.992,235.213,229.163,235.213
220.067,237.453,231.138,237.453
213.842,230.737,224.449,230.737
214.162,231.082,225.556,231.082
211.751,228.479,223.256,228.479
205.066,221.266,216.38,221.266
199.683,215.459,210.426,215.459
195.073,210.485,205.218,210.485
177.384,191.398,186.169,191.398
158.533,171.058,165.602,171.058
143.56,154.902,149.348,154.902
134.6,145.234,139.634,145.234
128.113,138.235,132.771,138.235
124.965,134.837,129.402,134.837
126.064,136.023,130.619,136.023
131.554,141.947,136.565,141.947
141.047,152.191,146.719,152.191
156.154,168.491,162.391,168.491
166.469,179.62,173.109,179.62
173.768,187.497,180.752,187.497
182.793,197.234,190.252,197.234
189.265,204.218,197.202,204.218
191.077,206.172,199.561,206.172
197.805,213.432,206.852,213.432
201.735,217.673,211.277,217.673
205.547,221.785,215.647,221.785
206.213,222.504,216.95,222.504
207.337,223.718,218.712,223.718
203.112,219.158,214.515,219.158
194.363,209.719,204.984,209.719
184.781,199.38,194.728,199.38
181.022,195.324,190.874,195.324
166.442,179.592,174.974,179.592
149.893,161.734,156.886,161.734
135.4,146.096,141.131,146.096
125.735,135.669,130.7,135.669
119.636,129.088,124.188,129.088
115.022,124.108,119.332,124.108
115.192,124.292,119.383,124.292
114.44,123.48,118.783,123.48
116.988,126.231,121.729,126.231
127.806,137.903,133.506,137.903
142.496,153.754,149.27,153.754
155.323,167.594,163.126,167.594
165.954,179.065,174.476,179.065
176.552,190.501,185.766,190.501
182.095,196.481,192.192,196.481
190.016,205.028,200.806,205.028
193.704,209.007,205.102,209.007
199.231,214.971,211.237,214.971
203.241,219.297,215.805,219.297
203.727,219.822,216.417,219.822
199.776,215.558,212.154,215.558
191.051,206.145,202.646,206.145
182.131,196.52,193.085,196.52
179.077,193.225,189.751,193.225
164.929,177.958,174.431,177.958
151.898,163.898,160.069,163.898
137.651,148.526,144.449,148.526
128.355,138.495,134.208,138.495
121.787,131.409,127.073,131.409
118.021,127.345,122.984,127.345
116.255,125.44,121.02,125.44
116.785,126.011,121.494,126.011
118.372,127.724,123.341,127.724
130.319,140.614,136.394,140.614
149.893,161.734,157.612,161.734
171.498,185.047,180.778,185.047
186.977,201.749,197.569,201.749
201.596,217.522,213.27,217.522
212.004,228.753,224.67,228.753
217.398,234.573,230.946,234.573
222.414,239.985,236.658,239.985
225.665,243.492,240.337,243.492
228.064,246.082,242.638,246.082
225.293,243.092,240.027,243.092
215.443,232.463,231.161,232.463
207.076,223.436,221.517,223.436
197.988,213.629,211.804,213.629
194.804,210.193,207.75,210.193
180.708,194.984,192.023,194.984
164.124,177.091,173.549,177.091
149.512,161.323,157.423,161.323
140.81,151.934,147.738,151.934
135.574,146.285,142.003,146.285
133.839,144.412,139.863,144.412
134.178,144.779,140.102,144.779
136.162,146.919,142.314,146.919
143.984,155.358,150.542,155.358
155.356,167.63,162.666,167.63
166.771,179.946,175.074,179.946
178.417,192.513,187.34,192.513
190.889,205.97,200.516,205.97
203.362,219.428,213.949,219.428
210.187,226.793,221.94,226.793
220.395,237.806,232.927,237.806
227.718,245.709,240.457,245.709
230.568,248.784,243.499,248.784
232.831,251.225,246.029,251.225
232.012,250.342,246.968,250.342
228.075,246.093,242.773,246.093
218.202,235.441,232.054,235.441
210.132,226.733,223.151,226.733
202.488,218.485,214.976,218.485
189.143,204.085,200.185,204.085
171.774,185.344,181.128,185.344
154.003,166.17,161.853,166.17
142.764,154.042,149.588,154.042
136.595,147.386,142.854,147.386
131.479,141.867,137.277,141.867
129.739,139.988,135.352,139.988
128.619,138.78,134.092,138.78
127.397,137.462,133.141,137.462
137.04,147.866,143.529,147.866
151.107,163.045,158.951,163.045
174.81,188.621,184.63,188.621
196.2,211.701,208.147,211.701
210.281,226.894,223.62,226.894
219.21,236.529,233.711,236.529
222.074,239.619,237.108,239.619
225.749,243.583,240.732,243.583
215.677,232.715,230.789,232.715
207.636,224.039,223.003,224.039
199.424,215.179,213.081,215.179
193.923,209.244,208.215,209.244
186.477,201.21,199.081,201.21
179.535,193.719,191.152,193.719
171.487,185.034,182.004,185.034
165.665,178.753,175.629,178.753
153.872,166.028,162.616,166.028
139.985,151.044,147.34,151.044
130.236,140.525,136.804,140.525
125.938,135.888,132.09,135.888
124.649,134.496,130.544,134.496
126.527,136.522,132.414,136.522
134.612,145.246,140.909,145.246
146.906,158.512,153.691,158.512
161.117,173.845,168.108,173.845
174.401,188.18,181.705,188.18
187.21,201.999,195.192,201.999
192.65,207.869,201.229,207.869
194.081,209.414,202.953,209.414
195.46,210.901,204.933,210.901
199.714,215.492,209.737,215.492
200.696,216.551,210.866,216.551
198.537,214.221,208.12,214.221
197.908,213.544,207.18,213.544
199.185,214.921,208.854,214.921
196.972,212.534,207.026,212.534
194.138,209.476,204.229,209.476
191.411,206.533,201.384,206.533
182.812,197.255,192.36,197.255
168.816,182.153,177.151,182.153
152.543,164.595,159.36,164.595
141.681,152.874,147.379,152.874
136.92,147.737,142.092,147.737
130.866,141.205,135.794,141.205
128.286,138.42,133.075,138.42
129.05,139.246,133.925,139.246
134.795,145.445,140.051,145.445
142.982,154.278,148.902,154.278
152.616,164.674,158.877,164.674
158.792,171.337,165.005,171.337
165.105,178.149,171.497,178.149
171.359,184.897,178.113,184.897
173.631,187.348,180.544,187.348
179.949,194.165,187.104,194.165
185.389,200.035,192.858,200.035
188.426,203.312,196.329,203.312
191.514,206.643,199.771,206.643
195.116,210.53,204.134,210.53
194.391,209.749,204.158,209.749
191.919,207.082,202.029,207.082
184.8,199.4,194.686,199.4
179.346,193.514,188.689,193.514
177.811,191.858,187.034,191.858
162.639,175.487,170.51,175.487
145.313,156.793,151.446,156.793
134.189,144.79,139.169,144.79
126.109,136.071,130.486,136.071
121.248,130.826,125.35,130.826
119.2,128.618,123.247,128.618
120.66,130.192,124.886,130.192
126.951,136.98,131.676,136.98
136.595,147.386,141.928,147.386
149.968,161.815,155.727,161.815
157.546,169.992,163.558,169.992
166.839,180.02,173.015,180.02
172.753,186.401,179.281,186.401
176.687,190.645,183.508,190.645
184.201,198.753,191.418,198.753
182.955,197.409,190.435,197.409
186.813,201.571,194.752,201.571
189.858,204.858,198.214,204.858
192.815,208.048,201.767,208.048
194.358,209.713,203.651,209.713
191.794,206.946,201.261,206.946
185.159,199.787,194.387,199.787
178.358,192.449,187.145,192.449
176.607,190.559,185.334,190.559
164.132,177.099,171.796,177.099
147.502,159.156,153.825,159.156
133.982,144.566,139.181,144.566
125.128,135.014,129.748,135.014
121.055,130.618,125.304,130.618
119.147,128.56,123.209,128.56
117.029,126.275,121.044,126.275
117.519,126.803,121.652,126.803
120.801,130.345,125.247,130.345
126.349,136.331,131.569,136.331
139.174,150.17,145.163,150.17
147.858,159.539,154.449,159.539
154.686,166.906,161.699,166.906
158.907,171.46,166.38,171.46
163.602,176.527,171.663,176.527
168.03,181.304,176.654,181.304
176.365,190.299,185.464,190.299
180.508,194.768,190.093,194.768
182.079,196.464,192.181,196.464
179.955,194.172,190.539,194.172
175.896,189.792,186.419,189.792
169.314,182.691,179.245,182.691
167.875,181.138,177.191,181.138
